departamento,año,codigo_establecimiento,codigo_departamento,codigo_distrito,distrito,codigo_zona,zona,codigo_barrio_localidad,localidad,codigo_institucion,institucion,sector,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
Cordillera,2020,305020,3,5,Caraguatay,2,Rural,4886,MARIA  AUXILIADORA,2437,COLEGIO NACIONAL MARÍA AUXILIADORA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,8,1,21,10
Cordillera,2020,305016,3,5,Caraguatay,2,Rural,4886,MARIA  AUXILIADORA,2433,ESCUELA BÁSICA N° 2239 MARÍA AUXILIADORA,Oficial,,1,5,4,0,6,4,1,2,1,3,4,4,0,0,0,0,0,0,17,18
Cordillera,2020,305013,3,5,Caraguatay,2,Rural,4874,ROLON,2430,ESCUELA BÁSICA N° 432 SAN LUIS,Oficial,,13,0,2,6,4,4,6,5,4,4,2,6,0,0,0,0,0,0,31,25
Cordillera,2020,305021,3,5,Caraguatay,1,Urbana,4882,SAN JUAN,2440,COLEGIO NACIONAL MCAL. JOSÉ FÉLIX ESTIGARRIBIA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,5,8,5,21,14
Cordillera,2020,1703742,3,5,Caraguatay,2,Rural,4884,TACUARY,2436,COLEGIO NACIONAL TACUARY,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,9,6,12,23,33
Cordillera,2020,305009,3,5,Caraguatay,2,Rural,4884,TACUARY,2426,ESCUELA BÁSICA N° 1741 PROFESORA ADELA GALEANO DE TOBAL,Oficial,,6,3,7,7,7,8,8,7,3,5,4,4,0,0,0,0,0,0,35,34
Cordillera,2020,305006,3,5,Caraguatay,2,Rural,4876,TENIENTE GONZALEZ,2423,ESCUELA BÁSICA N° 1560 DOÑA ELISA MORA DE HALLEY,Oficial,,2,5,4,4,4,5,6,4,6,4,2,6,10,6,2,8,6,6,42,48
Cordillera,2020,305017,3,5,Caraguatay,2,Rural,4885,VALLE-I,2434,ESCUELA BÁSICA N° 1012 GENERAL D.I.M. CESAR BARRIENTOS,Oficial,,2,3,1,5,5,3,2,4,1,2,4,3,0,0,0,0,0,0,15,20
Cordillera,2020,305005,3,5,Caraguatay,2,Rural,4880,VERA COSTA,2422,ESCUELA BÁSICA N° 3931 SAN FRANCISCO DE ASÍS,Oficial,,3,5,4,5,1,2,2,0,1,3,1,2,0,0,0,0,0,0,12,17
Cordillera,2020,306001,3,6,Emboscada,1,Urbana,4897,CATOLICO,2444,COLEGIO NACIONAL SAN AGUSTÍN,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,49,33,57,32,41,39,147,104
Cordillera,2020,306013,3,6,Emboscada,1,Urbana,4897,CATOLICO,2456,ESCUELA BÁSICA N° 4714 GOBERNADOR RAFAEL DE LA MONEDA,Privado,,2,0,2,6,0,2,4,1,1,2,2,2,2,1,2,1,1,1,16,16
Cordillera,2020,306002,3,6,Emboscada,1,Urbana,4898,CENTRO,2445,ESCUELA BÁSICA N° 165 DON ANDRÉS FERREIRA GUERRERO,Oficial,,65,54,66,51,60,64,58,40,49,35,58,46,22,20,20,17,15,13,413,340
Cordillera,2020,306004,3,6,Emboscada,2,Rural,4894,GUJAIBITY,2447,ESCUELA BÁSICA N° 3937 SANTA ROSA DE LIMA,Oficial,,14,14,15,15,19,8,10,11,20,11,16,11,17,13,17,10,14,11,142,104
Cordillera,2020,306009,3,6,Emboscada,2,Rural,4893,ISLA ALTA,2452,ESCUELA BÁSICA N° 864 SAN VICENTE FERRER,Oficial,,17,3,16,11,10,16,6,8,10,14,9,11,12,9,12,11,7,15,99,98
Cordillera,2020,306011,3,6,Emboscada,2,Rural,4890,ISLA JOVAI,2454,ESCUELA BÁSICA N° 14961 LUZ ISABEL ABENTE DE BARRAIL,Oficial,,8,5,4,4,7,3,5,6,4,4,6,0,0,0,0,0,0,0,34,22
Cordillera,2020,306007,3,6,Emboscada,2,Rural,4890,ISLA JOVAI,2450,ESCUELA BÁSICA N° 3936 SAN LUIS GONZAGA,Oficial,,6,1,0,0,4,2,3,2,3,2,2,3,4,1,6,3,6,3,34,17
Cordillera,2020,306006,3,6,Emboscada,2,Rural,4890,ISLA JOVAI,2449,ESCUELA BÁSICA N° 5101 SAN FRANCISCO SOLANO,Oficial,,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,4
Cordillera,2020,306050,3,6,Emboscada,1,Urbana,4890,ISLA JOVAI,17235,ESCUELA BÁSICA N° 8162 DON JACINTO RAÚL PEÑA SILVA,Oficial,,22,14,9,12,23,17,17,14,7,11,7,15,14,11,9,7,4,9,112,110
Cordillera,2020,306005,3,6,Emboscada,2,Rural,4891,KOKUE GUASU,2448,ESCUELA BÁSICA N° 3474 MÁXIMO OVELAR,Oficial,,16,9,13,14,14,14,15,7,13,17,10,14,9,10,18,17,8,14,116,116
Cordillera,2020,306008,3,6,Emboscada,2,Rural,4891,KOKUE GUASU,2451,ESCUELA BÁSICA N° 3982 SEÑOR DE LAS PALMAS,Privado Subvencionado,,38,32,32,38,34,28,30,28,29,40,32,34,19,15,9,27,11,24,234,266
Cordillera,2020,306010,3,6,Emboscada,2,Rural,4892,MINAS,2453,ESCUELA BÁSICA N° 169 ABRAHAM LINCOLN,Oficial,,28,15,33,21,19,21,27,20,20,21,16,32,30,17,25,21,18,27,216,195
Cordillera,2020,306003,3,6,Emboscada,2,Rural,4896,PASO PE,2446,ESCUELA BÁSICA N° 3475 DON RAMÓN LEGUIZAMÓN GÓMEZ,Oficial,,5,3,4,3,6,4,2,3,4,1,5,3,4,4,10,5,8,7,48,33
Cordillera,2020,307025,3,7,Eusebio Ayala,2,Rural,4904,ACOSTA ÑU,2483,ESCUELA BÁSICA N° 418 PROFESOR ANDRÉS AGUIRRE,Oficial,,1,3,1,0,1,0,0,2,2,3,1,1,0,0,0,0,0,0,6,9
Cordillera,2020,307020,3,7,Eusebio Ayala,2,Rural,4904,ACOSTA ÑU,2478,ESCUELA BÁSICA N° 652 NIÑOS MÁRTIRES DE ACOSTA ÑÚ,Oficial,,0,0,2,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,7,2
Cordillera,2020,307022,3,7,Eusebio Ayala,2,Rural,4915,AGUAITY,2480,COLEGIO NACIONAL AGUAITY,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,6,9,9,31,23
Cordillera,2020,307018,3,7,Eusebio Ayala,2,Rural,4915,AGUAITY,2476,ESCUELA BÁSICA N° 191 NIÑO SALVADOR DEL MUNDO,Oficial,,8,8,8,14,13,6,9,6,5,5,13,2,0,0,0,0,0,0,56,41
Cordillera,2020,307014,3,7,Eusebio Ayala,2,Rural,4915,AGUAITY,2472,ESCUELA BÁSICA N° 3926 DON ANUNCIO OVELAR LEDESMA,Oficial,,3,3,2,2,6,4,2,2,5,3,1,3,1,5,4,4,6,3,30,29
Cordillera,2020,307061,3,7,Eusebio Ayala,2,Rural,4901,ASENT. CRISTO REDENTOR,16026,ESCUELA BÁSICA N° 7523 CRISTO REDENTOR,Oficial,,4,6,9,7,2,3,4,9,3,6,2,5,0,0,0,0,0,0,24,36
Cordillera,2020,307049,3,7,Eusebio Ayala,2,Rural,4920,ASENT. LOMA TUYUTI,12126,ESCUELA BÁSICA N° 6745 LOMA TUYUTI,Oficial,,1,1,4,0,2,1,3,0,0,0,3,3,0,0,0,0,0,0,13,5
Cordillera,2020,307017,3,7,Eusebio Ayala,2,Rural,4913,BOQUERON 2,2475,ESCUELA BÁSICA N° 597 CORAZÓN DE JESÚS,Oficial,,2,1,3,4,3,2,4,4,1,4,3,2,0,0,0,0,0,0,16,17
Cordillera,2020,307016,3,7,Eusebio Ayala,2,Rural,4916,CABAÑAS KUE,2474,ESCUELA BÁSICA N° 877 SANTA MARÍA,Oficial,,0,1,3,4,3,0,1,1,2,0,2,4,5,1,2,2,2,2,20,15
Cordillera,2020,307027,3,7,Eusebio Ayala,2,Rural,49418,CAPILLA LOMA 1,2485,ESCUELA BÁSICA N° 5099 MARÍA AUXILIADORA,Oficial,,5,4,4,0,3,4,2,3,2,6,1,0,0,0,0,0,0,0,17,17
Cordillera,2020,307031,3,7,Eusebio Ayala,2,Rural,49419,CAPILLA LOMA 2,11384,ESCUELA BÁSICA N° 6204 BRAÚLIO Y FRANCISCA GÓMEZ,Oficial,,2,0,0,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,6,5
Cordillera,2020,307059,3,7,Eusebio Ayala,2,Rural,4925,CAÑADA DEL CARMEN,2489,COLEGIO NACIONAL PROF. IDALINA SERVÍN FRANCO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,1,6,6,18,13
Cordillera,2020,307015,3,7,Eusebio Ayala,2,Rural,4925,CAÑADA DEL CARMEN,2473,ESCUELA BÁSICA N° 455 EL CARMEN,Oficial,,4,1,4,3,4,3,4,2,2,3,3,2,0,0,0,0,0,0,21,14
Cordillera,2020,307013,3,7,Eusebio Ayala,2,Rural,4921,CERRO PORTEÑO,2471,ESCUELA BÁSICA N° 716 DON JUSTO PASTOR FRANCO DUARTE,Oficial,,2,2,2,0,2,2,2,0,1,2,1,1,0,0,0,0,0,0,10,7
Cordillera,2020,307012,3,7,Eusebio Ayala,2,Rural,4923,COSTA,2470,ESCUELA BÁSICA N° 438 DIVINO NIÑO JESÚS,Oficial,,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,4
Cordillera,2020,307060,3,7,Eusebio Ayala,2,Rural,4900,CURUPAYTY,2490,COLEGIO NACIONAL CURUPAYTY,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,6,9,11,28,24
Cordillera,2020,307021,3,7,Eusebio Ayala,2,Rural,4900,CURUPAYTY,2479,ESCUELA BÁSICA N° 421 GENERAL DE DIVISIÓN PATRICIO COLMÁN,Oficial,,5,3,3,2,7,8,2,3,3,6,3,3,0,0,0,0,0,0,23,25
Cordillera,2020,307005,3,7,Eusebio Ayala,1,Urbana,4924,GRAL. BERNARDINO CABALLERO,2463,COLEGIO TÉCNICO NACIONAL PROF. ANDRÉS AGUIRRE,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,52,43,37,42,67,47,156,132
Cordillera,2020,307007,3,7,Eusebio Ayala,1,Urbana,4924,GRAL. BERNARDINO CABALLERO,2465,ESCUELA BÁSICA N° 214 MARISCAL FRANCISCO SOLANO LÓPEZ,Oficial,,15,14,14,7,16,20,22,17,26,19,16,15,12,9,14,22,5,11,140,134
Cordillera,2020,307023,3,7,Eusebio Ayala,2,Rural,4911,HU YVATY,2481,ESCUELA BÁSICA N° 3925 SAN LUIS,Oficial,,5,4,7,8,7,7,5,5,4,2,5,5,7,3,6,3,4,3,50,40
Cordillera,2020,307063,3,7,Eusebio Ayala,2,Rural,49415,JAULA KUE,16395,ESCUELA BÁSICA N° 7642 SAN MIGUEL ARCANGEL,Oficial,,1,1,3,2,2,0,0,2,2,1,3,1,0,0,0,0,0,0,11,7
Cordillera,2020,307010,3,7,Eusebio Ayala,2,Rural,4912,KAPI'IPE,2468,ESCUELA BÁSICA N° 564 JUAN ANDRÉS AGUIRRE,Oficial,,11,7,7,8,5,9,5,9,14,5,8,3,11,8,6,6,12,9,79,64
Cordillera,2020,314022,3,7,Eusebio Ayala,2,Rural,4903,MARISCAL FRANCISCO SOLANO LOPEZ,2591,ESCUELA BÁSICA N° 5093 SAN JOSÉ,Oficial,,3,2,1,3,1,2,3,1,4,2,1,2,0,0,0,0,0,0,13,12
Cordillera,2020,307011,3,7,Eusebio Ayala,2,Rural,4918,POTRERO SAN JOSE,2469,ESCUELA BÁSICA N° 567 SAN JOSÉ,Oficial,,6,5,6,4,8,3,2,4,3,4,8,2,9,5,9,2,15,6,66,35
Cordillera,2020,307019,3,7,Eusebio Ayala,2,Rural,4919,PUNTA,2477,ESCUELA BÁSICA N° 6722 ADELA SPERATTI,Oficial,,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,4,3
Cordillera,2020,307024,3,7,Eusebio Ayala,2,Rural,4902,RUBIO ÑU,2482,ESCUELA BÁSICA N° 712 SAN FRANCISCO DE ASÍS,Oficial,,2,0,3,2,3,0,4,3,5,7,2,0,0,0,0,0,0,0,19,12
Cordillera,2020,307006,3,7,Eusebio Ayala,1,Urbana,4914,SAGRADO CORAZON DE JESUS,2464,ESCUELA BÁSICA N° 109 JUAN BAUTISTA ALBERDI,Oficial,,21,31,26,21,20,21,25,25,16,19,22,26,28,24,27,26,30,19,215,212
Cordillera,2020,307046,3,7,Eusebio Ayala,1,Urbana,4914,SAGRADO CORAZON DE JESUS,11385,ESCUELA BÁSICA N° 5935 MONTE SINAI,Privado Subvencionado,,6,8,2,6,3,6,4,4,3,4,2,3,0,0,0,0,0,0,20,31
Cordillera,2020,307037,3,7,Eusebio Ayala,1,Urbana,4922,SAN BLAS,2496,ESCUELA BÁSICA N° 6724 SAN BLAS,Oficial,,3,4,4,2,1,5,3,7,2,2,5,2,0,0,0,0,0,0,18,22
Cordillera,2020,307033,3,7,Eusebio Ayala,1,Urbana,4908,SAN JUAN BAUTISTA,2493,ESCUELA BÁSICA N° 6723 SAN JUAN BAUTISTA,Oficial,,10,5,12,7,7,8,8,10,7,9,8,8,0,0,0,0,0,0,52,47
Cordillera,2020,307001,3,7,Eusebio Ayala,1,Urbana,4909,SAN ROQUE,2459,ESCUELA BÁSICA N° 1085 LA INMACULADA,Privado Subvencionado,,27,25,28,36,25,27,31,23,23,23,21,29,10,21,35,24,22,20,222,228
Cordillera,2020,307008,3,7,Eusebio Ayala,1,Urbana,4909,SAN ROQUE,2466,ESCUELA BÁSICA N° 7150 VICENTE PALLARES,Privado Subvencionado,,7,6,10,2,7,9,5,4,10,7,9,3,0,0,0,0,0,0,48,31
Cordillera,2020,307009,3,7,Eusebio Ayala,2,Rural,4906,TUJUKUA,2467,ESCUELA BÁSICA N° 566 DEFENSORES DEL CHACO,Oficial,,7,4,5,9,8,8,11,5,3,7,2,5,3,0,5,7,3,4,47,49
Cordillera,2020,308010,3,8,Isla Pucú,2,Rural,4926,29 DE SETIEMBRE,2507,ESCUELA BÁSICA N° 3928 SAN MIGUEL,Privado Subvencionado,,2,0,2,2,3,0,3,2,2,2,1,3,0,0,0,0,0,0,13,9
Cordillera,2020,308004,3,8,Isla Pucú,2,Rural,4931,AGUARAY,2510,COLEGIO NACIONAL DEFENSORES DEL CHACO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,3,5,10,15
Cordillera,2020,308004,3,8,Isla Pucú,2,Rural,4931,AGUARAY,2501,ESCUELA BÁSICA N° 389 DEFENSORES DEL CHACO,Oficial,,1,3,0,0,0,1,4,0,0,2,1,1,0,0,0,0,0,0,6,7
Cordillera,2020,308008,3,8,Isla Pucú,2,Rural,4931,AGUARAY,2505,ESCUELA BÁSICA N° 3927 MARCELINO DÍAZ,Privado Subvencionado,,3,2,1,1,2,3,4,1,2,1,1,0,3,6,4,1,0,3,20,18
Cordillera,2020,308005,3,8,Isla Pucú,2,Rural,4928,ARROYO PORA,2502,ESCUELA BÁSICA N° 651 SAN JUAN BAUTISTA,Oficial,,3,4,2,1,5,2,2,0,2,2,5,2,0,0,0,0,0,0,19,11
Cordillera,2020,308007,3,8,Isla Pucú,2,Rural,4930,ITA YVATE,2504,ESCUELA BÁSICA N° 1742 INMACULADA CONCEPCIÓN,Oficial,,2,3,1,2,2,3,1,1,1,2,0,0,0,0,0,0,0,0,7,11
Cordillera,2020,308009,3,8,Isla Pucú,2,Rural,4927,PINDOTY,2506,ESCUELA BÁSICA N° 362 SANTO DOMINGO DE GUZMÁN,Oficial,,4,6,11,9,8,4,9,7,10,9,6,1,7,5,3,9,5,9,63,59
Cordillera,2020,308011,3,8,Isla Pucú,2,Rural,4932,PINDOTY BARRIO SANTA MARIA,2508,ESCUELA BÁSICA N° 5100 SANTA MARÍA,Oficial,,2,3,2,1,0,2,1,5,0,1,3,3,0,0,0,0,0,0,8,15
Cordillera,2020,308001,3,8,Isla Pucú,1,Urbana,4933,SAN FRANCISCO,2498,COLEGIO NACIONAL COMANDANTE VICTORIANO BERNAL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,23,20,26,21,20,16,69,57
Cordillera,2020,308002,3,8,Isla Pucú,1,Urbana,4933,SAN FRANCISCO,2499,ESCUELA BÁSICA N° 1084 PARROQUIAL PÍO XII,Privado Subvencionado,,8,3,5,4,7,4,4,4,4,4,6,9,3,0,1,1,0,0,38,29
Cordillera,2020,308003,3,8,Isla Pucú,1,Urbana,4936,SAN JOSE OBRERO,2500,ESCUELA BÁSICA N° 38 GENERAL BERNARDINO CABALLERO,Oficial,,22,16,17,15,7,15,14,10,13,13,14,17,0,0,0,0,0,0,87,86
Cordillera,2020,308006,3,8,Isla Pucú,2,Rural,4929,SAN JUAN,2511,COLEGIO NACIONAL JUAN PEREIRA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,15,19,14,14,12,21,41,54
Cordillera,2020,308006,3,8,Isla Pucú,2,Rural,4929,SAN JUAN,2503,ESCUELA BÁSICA N° 431 JUAN PEREIRA,Oficial,,12,17,13,12,19,10,19,12,18,13,14,6,0,0,0,0,0,0,95,70
Cordillera,2020,309005,3,9,Itacurubí de la Cordillera,1,Urbana,4950,3 DE MAYO,2516,COLEGIO NACIONAL PROF. GERARDO NOGUERA,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,15,14,12,22,14,10,41,46
Cordillera,2020,309007,3,9,Itacurubí de la Cordillera,2,Rural,4937,CARYI LOMA,2518,ESCUELA BÁSICA N° 563 JUAN ANDRÉS AGUILERA,Oficial,,4,3,4,3,4,4,1,6,4,3,2,1,3,2,1,2,6,5,29,29
Cordillera,2020,317011,3,9,Itacurubí de la Cordillera,2,Rural,4945,HUGUA POI,2644,COLEGIO NACIONAL JHUGUA POÍ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,5,9,7,20,18
Cordillera,2020,317007,3,9,Itacurubí de la Cordillera,2,Rural,4945,HUGUA POI,2640,ESCUELA BÁSICA N° 480 DON RAFAEL GAONA,Oficial,,4,4,7,7,1,8,7,6,5,5,4,5,0,0,0,0,0,0,28,35
Cordillera,2020,309006,3,9,Itacurubí de la Cordillera,2,Rural,4942,LOMA MEDINA,2517,ESCUELA BÁSICA N° 870 DON JACINTO MEDINA,Oficial,,2,0,0,0,3,0,1,0,1,2,2,0,0,0,0,0,0,0,9,2
Cordillera,2020,309010,3,9,Itacurubí de la Cordillera,2,Rural,4951,MINAS KUE,2521,ESCUELA BÁSICA N° 885 PROFESOR AURELIO RAFAEL JARA FLECHA,Oficial,,2,0,1,4,1,4,4,1,3,4,6,1,0,0,0,0,0,0,17,14
Cordillera,2020,309011,3,9,Itacurubí de la Cordillera,2,Rural,4938,PIRAYU-I,2522,ESCUELA BÁSICA N° 4070 SAN BLAS,Privado Subvencionado,,3,1,2,1,3,0,3,4,2,2,1,2,0,0,0,0,0,0,14,10
Cordillera,2020,309009,3,9,Itacurubí de la Cordillera,2,Rural,4940,POTRERO ANGELITO,2520,ESCUELA BÁSICA N° 393 PROFESORA FELICIANA ALMADA DE ACOSTA,Oficial,,10,10,12,6,12,7,7,9,14,11,6,8,12,8,10,6,10,14,93,79
Cordillera,2020,309024,3,9,Itacurubí de la Cordillera,2,Rural,4940,POTRERO ANGELITO,3452,ESCUELA BÁSICA N° 6425 BARRIO YHAGUY,Oficial,,0,2,1,6,0,2,4,1,1,1,4,0,0,0,0,0,0,0,10,12
Cordillera,2020,317008,3,9,Itacurubí de la Cordillera,2,Rural,4946,RUBIO ÑU,2641,ESCUELA BÁSICA N° 713 MANUEL DE LOS SANTOS AGUILERA,Oficial,,3,3,2,1,3,0,0,1,0,3,4,2,0,0,0,0,0,0,12,10
Cordillera,2020,309003,3,9,Itacurubí de la Cordillera,1,Urbana,4939,SAN ANTONIO,2514,ESCUELA BÁSICA N° 47 PROFESOR PEDRO AGUILERA,Oficial,,14,15,23,10,27,9,19,21,20,13,19,9,9,15,18,11,12,10,161,113
Cordillera,2020,309025,3,9,Itacurubí de la Cordillera,1,Urbana,4944,SAN BLAS,12127,ESCUELA BÁSICA N° 6811 SONRISAS ESPECIALES,Privado,,4,1,3,2,3,6,2,2,2,2,0,6,0,0,0,0,0,0,14,19
Cordillera,2020,309004,3,9,Itacurubí de la Cordillera,1,Urbana,4943,SAN CARLOS,2515,COLEGIO NACIONAL CARLOS ANTONIO LÓPEZ,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,13,19,15,20,18,19,46,58
Cordillera,2020,309002,3,9,Itacurubí de la Cordillera,1,Urbana,4947,SAN JOSE,2513,ESCUELA BÁSICA N° 103 PROFESORA MERCEDES MILTOS DE INFANTE RIVAROLA,Oficial,,9,9,10,15,17,17,6,13,4,9,10,6,6,13,8,5,8,5,78,92
Cordillera,2020,309001,3,9,Itacurubí de la Cordillera,1,Urbana,4949,SANTA LUCIA,2512,ESCUELA BÁSICA N° 2251 SANTA LUCÍA,Privado Subvencionado,,13,13,7,18,17,18,13,11,10,9,10,9,0,0,0,0,0,0,70,78
Cordillera,2020,309008,3,9,Itacurubí de la Cordillera,2,Rural,4948,TAKUARA,2519,ESCUELA BÁSICA N° 653 PROFESOR EDUARDO AGUILERA AGUILERA,Oficial,,1,0,3,0,1,2,1,2,0,0,2,1,0,0,0,0,0,0,8,5
Cordillera,2020,310006,3,10,Juan de Mena,2,Rural,4959,8 DE DICIEMBRE,2534,ESCUELA BÁSICA N° 747 PROFESOR JUAN DE LA CRUZ ANTÚNEZ,Oficial,,10,9,9,5,10,6,8,8,5,8,8,3,9,12,14,12,10,14,83,77
Cordillera,2020,310013,3,10,Juan de Mena,2,Rural,4960,COLONIA REGINA MARECO,735,COLEGIO TÉCNICO AGROECOLÓGICO SAN JUAN,Privado Subvencionado,,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,3,5,8,18,23
Cordillera,2020,310007,3,10,Juan de Mena,2,Rural,4960,COLONIA REGINA MARECO,2535,ESCUELA BÁSICA N° 2921 REGINA MARECOS,Oficial,,8,10,4,3,11,4,7,9,11,13,4,6,10,9,14,10,9,11,78,75
Cordillera,2020,310010,3,10,Juan de Mena,2,Rural,4960,COLONIA REGINA MARECO,2540,ESCUELA BÁSICA N° 6721 SAN BLAS,Oficial,,8,7,9,9,15,9,5,9,10,4,6,4,5,6,12,6,5,8,75,62
Cordillera,2020,310001,3,10,Juan de Mena,1,Urbana,4956,FIDEL MAIZ,2538,COLEGIO NACIONAL SAN RAFAEL ARCÁNGEL,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,14,12,16,38,39
Cordillera,2020,310001,3,10,Juan de Mena,1,Urbana,4956,FIDEL MAIZ,2529,ESCUELA BÁSICA N° 292 PROFESORA EVA MARÍA SILVA DE OVIEDO,Oficial,,15,15,11,19,13,17,10,10,9,10,10,14,0,0,0,0,0,0,68,85
Cordillera,2020,310005,3,10,Juan de Mena,2,Rural,4957,LA UNION,2533,ESCUELA BÁSICA N° 3432 DON JUSTO ESCOBAR,Oficial,,3,2,4,2,0,1,2,0,6,1,3,0,0,0,0,0,0,0,18,6
Cordillera,2020,310021,3,10,Juan de Mena,2,Rural,0,LOCALIDAD A CONFIRMAR,17199,ESCUELA BÁSICA N° 8137 NUEVA ESPERANZA,Oficial,,5,7,2,7,5,5,5,7,5,8,8,10,0,0,0,0,0,0,30,44
Cordillera,2020,310020,3,10,Juan de Mena,2,Rural,0,LOCALIDAD A CONFIRMAR,17103,ESCUELA BÁSICA N° 8084 20 DE JULIO,Oficial,,3,2,6,6,7,3,4,1,3,5,3,3,0,0,0,0,0,0,26,20
Cordillera,2020,310008,3,10,Juan de Mena,2,Rural,49442,NUEVA ASUNCION,2536,ESCUELA BÁSICA N° 3880 NUESTRA SEÑORA DE LA ASUNCIÓN,Oficial,,3,0,2,2,3,4,3,3,1,1,1,0,0,0,0,0,0,0,13,10
Cordillera,2020,310003,3,10,Juan de Mena,2,Rural,4952,SAN ANTONIO,2531,ESCUELA BÁSICA N° 3879 SAN ANTONIO DE PADUA,Oficial,,5,8,6,10,6,2,4,5,8,4,4,5,8,11,5,5,7,6,53,56
Cordillera,2020,503011,3,10,Juan de Mena,2,Rural,49438,SAN MIGUEL,3492,ESCUELA BÁSICA N° 11635 CESAR SEBASTIÁN CABAÑAS ALONSO,Oficial,,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
Cordillera,2020,310009,3,10,Juan de Mena,2,Rural,4958,SANTA LUCIA,2539,ESCUELA BÁSICA N° 6720 SANTA LUCÍA,Oficial,,5,0,1,5,3,3,0,4,2,3,0,0,0,0,0,0,0,0,11,15
Cordillera,2020,310004,3,10,Juan de Mena,2,Rural,4955,SANTO DOMINGO,2532,ESCUELA BÁSICA N° 468 SANTO DOMINGO DE GUZMÁN,Oficial,,9,2,7,4,3,3,3,5,2,4,0,8,3,8,4,4,4,7,35,45
Cordillera,2020,310017,3,10,Juan de Mena,2,Rural,4954,UNION PARAGUAYA,3489,ESCUELA BÁSICA N° 2925 17 DE DICIEMBRE,Oficial,,8,7,1,11,5,9,2,5,6,10,4,4,10,6,7,10,8,6,51,68
Cordillera,2020,503010,3,10,Juan de Mena,2,Rural,4954,UNION PARAGUAYA,3491,ESCUELA BÁSICA N° 3237 NIÑO JESÚS,Oficial,,1,1,1,7,2,8,6,2,5,1,3,1,4,6,6,3,3,2,31,31
Cordillera,2020,310002,3,10,Juan de Mena,2,Rural,4953,WENGREEN,2530,ESCUELA BÁSICA N° 5104 JOSÉ FÉLIX FERREIRA AGÜERO,Oficial,,1,1,6,1,2,2,3,2,4,2,2,2,0,0,0,0,0,0,18,10
Cordillera,2020,311005,3,11,Loma Grande,2,Rural,4962,AGUA-Y,2545,ESCUELA BÁSICA N° 3903 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,Oficial,,3,6,6,4,3,3,7,1,7,4,3,3,5,4,4,2,4,4,42,31
Cordillera,2020,311003,3,11,Loma Grande,2,Rural,4964,JAGUARETE KUA,2543,ESCUELA BÁSICA N° 3902 TENIENTE MANUEL FRANCO,Oficial,,1,2,3,1,1,1,0,1,3,1,1,1,0,0,0,0,0,0,9,7
Cordillera,2020,311001,3,11,Loma Grande,1,Urbana,4965,MARIA AUXILIADORA,2541,ESCUELA BÁSICA N° 286 DON PEDRO ANTONIO CÁRDENAS,Oficial,,15,27,20,27,24,18,15,10,14,7,13,16,13,17,17,20,10,26,141,168
Cordillera,2020,311002,3,11,Loma Grande,1,Urbana,4963,SAN MIGUEL,2542,COLEGIO NACIONAL LOMA GRANDE,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,17,6,7,31,33
Cordillera,2020,311004,3,11,Loma Grande,2,Rural,4966,VILLA FLOR,2544,ESCUELA BÁSICA N° 719 ROQUE GONZÁLEZ DE SANTA CRUZ,Oficial,,4,3,4,5,4,2,4,3,4,6,4,3,0,0,0,0,0,0,24,22
Cordillera,2020,312001,3,12,Mbocayaty del Yhaguy,1,Urbana,4970,CENTRO,2546,COLEGIO NACIONAL MBOCAYATY DEL YHAGUY,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,7,11,20,29,33
